web-scraper-order,web-scraper-start-url,data,image-src,name
"1761510349-44","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/7643111b-2560-414e-b475-f9e97204b07a.png","דארנא"
"1761510349-45","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/ce32b75b-d0d4-4971-9aa6-1873f740540a.jpg","ווק אווי"
"1761510349-46","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/166e77d2-33e6-4e62-aaa2-4e831e540d54.jpg","נמסטה"
"1761510349-47","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/ac8d1664-40ae-417b-92d8-3774d8998842.png","קפה לוגאנו"
"1761510349-48","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/bf110441-3ea4-431a-933f-0857d70a3498.png","מיה ביץ'"
"1761510349-49","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/3c8c5fc9-893c-42cd-bee8-be441c774be1.jpg","סמוראיו סושי בר עפולה"
"1761510349-50","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/08fcc984-c468-408e-9921-4e6394b14aa1.png","סיקריט בורגר"
"1761510349-51","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/f1f1850e-430c-47a1-a46e-5b4789ac0b8a.jpg","קפה קפית"
"1761510349-52","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/21d237e4-6715-4ab1-baa9-2f9a6bc0dc92.png","וארקדה אילת"
"1761510349-53","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/2a6f20ba-3339-48c6-a95e-7494972b7fe0.jpg","פטריקס מתחם התחנה ראשון לציון"
"1761510349-54","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/fadd4b82-c26e-4c36-8e48-2db454d5f6bb.jpg","פטריקס  פתח תקווה"
"1761510349-55","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/d0d0526b-30dc-490e-b82a-a2ed5be33faf.png","מקס ברנר"
"1761510349-56","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/83bdcee8-323e-47d6-b63c-c8295b9d8da6.jpg","קקאו"
"1761510349-57","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/2968f357-0de2-4f64-b025-2eecce5a261b.jpg","Mikes Place"
"1761510349-58","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/e500cf26-b044-43f8-bf11-70c839bff535.jpg","la vaca loca"
"1761510349-59","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/065adb3e-a3d9-4e42-b29e-d7daabd95ea5.jpg","בורגר ראנץ"
"1761510349-60","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/d622587c-8499-4dc6-b918-7a326ab64a62.jpg","מסעדת אווז הזהב"
"1761510349-61","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/a99ae157-8918-4106-9dac-7537d7c78b11.jpg","גאטוס על המים"
"1761510349-62","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/09e1acb4-c528-431b-8ce1-464d6c486803.png","פיאצה גרנדה"
"1761510349-63","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/67eadc51-fae6-4271-931a-32f7779a8dea.png","פרליטה"
"1761510349-64","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/e955fd1f-894c-44b5-8f24-f6423d976e27.png","הצדף ראשון לציון"
"1761510349-65","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/f1642d32-4c02-421e-8220-81a51d69776b.png","בליקר בייקרי באר יעקב"
"1761510349-66","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/da1cb226-c51b-4b0c-95f3-84718121f3fb.png","בורגר סטיישן"
"1761510349-67","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/2dfeda1c-4d6f-4748-bd69-66c2234ccb4c.png","סדפה"
"1761510349-68","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/fd944570-9075-4461-bb5f-551bc99a393d.png","קפה ללוש בראסרי באר שבע"
"1761510349-69","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/5c10fab7-4850-414b-96a8-d57670543e7d.png","נגיסה עפולה"
"1761510349-70","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/ec7093a8-af29-4048-9197-d06c71ee1217.png","חצר עין כרם"
"1761510349-71","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/fb10ee21-5e34-45db-931f-0e7ea921204f.png","גוסטינו"
"1761510349-72","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/c0095c8e-3ec8-418e-b62b-8f476290f2e5.png","לולה הכשרה על הים"
"1761510349-73","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/959c92fd-ca9a-47aa-954c-9ac1f705cdf6.png","פישנזון"
"1761510349-74","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/7720f236-4ac3-4ffd-9360-8ca322fbb637.png","יאסו תל אביב"
"1761510349-75","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/50625c1c-7007-4947-b6e8-c987adee99ef.png","מיסטר פרצל"
"1761510349-76","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/a0fea461-b157-473c-bdc3-4a23fa5d3a73.png","קאזה דו ברזיל אילת"
"1761510349-77","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/09d6c6ee-90ea-4343-82ab-b59c9ff71ab2.png","קאסה דל פפה"
"1761510349-78","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/9f688034-3aea-47f5-8d1c-2ba063d09463.jpg","סיאסטה קפה"
